ShipmentKey,DateKey,VehicleKey,DriverKey,TotalWeightKg,FreightCost
27542,20240908,57,86,3040.61,1226.59
27543,20241219,73,37,11849.53,379.25
27544,20251224,40,105,13488.36,812.46
27545,20230627,50,29,8173.6,1338.27
27546,20251028,75,76,1121.85,1411.0
27547,20230111,19,93,2240.06,179.85
27548,20250223,22,36,5717.7,323.27
27549,20240215,51,35,4796.39,244.53
27550,20250610,49,107,6641.29,337.25
27551,20240829,52,22,11005.02,320.28
27552,20230604,22,18,1589.27,764.4
27553,20240821,62,57,4915.74,568.43
27554,20250403,60,86,16101.4,212.75
27555,20231216,80,83,3783.3,551.49
27556,20250731,81,34,6335.55,1360.93
27557,20230119,7,73,9412.48,747.64
27558,20231109,53,74,3664.87,1129.37
27559,20250715,31,83,15296.99,436.27
27560,20240611,4,102,1046.52,752.25
27561,20240710,93,9,8855.58,1337.0
27562,20240320,7,51,11161.73,1355.1
27563,20230819,94,28,2924.24,309.83
27564,20240916,3,94,13910.62,570.25
27565,20251007,25,25,2397.04,576.53
27566,20250607,34,82,11346.0,507.98
27567,20231225,33,52,17992.35,679.87
27568,20230213,95,26,3717.64,752.73
27569,20250526,88,19,11633.78,840.61
27570,20230811,38,119,16575.08,159.42
27571,20250620,4,91,4697.75,426.86
27572,20230928,48,100,867.85,1003.98
27573,20230731,74,68,917.08,1029.74
27574,20230904,89,49,5277.3,950.5
27575,20250805,61,26,14462.88,388.06
27576,20250331,65,45,7113.95,684.57
27577,20230313,81,67,9847.31,835.09
27578,20231022,71,117,1626.84,342.4
27579,20230620,78,117,17688.89,1436.33
27580,20230903,61,100,8493.81,861.29
27581,20240908,1,7,15867.6,190.86
27582,20230828,6,10,822.26,1187.59
27583,20231107,74,109,14145.84,1497.57
27584,20240202,21,68,10277.67,306.8
27585,20250711,67,7,5570.58,141.9
27586,20250302,83,22,14458.47,866.75
27587,20230122,28,94,10063.77,180.61
27588,20250323,66,86,12224.32,219.29
27589,20250622,27,53,14832.05,850.42
27590,20250411,32,29,2244.14,1439.76
27591,20251110,12,11,13943.64,211.15
27592,20240521,65,63,8833.9,876.76
27593,20230609,46,80,18642.89,812.16
27594,20250113,40,61,17632.05,961.56
27595,20250323,93,56,15176.28,1331.38
27596,20230629,9,108,14795.92,762.05
27597,20230801,82,57,17754.1,896.81
27598,20240613,62,6,16018.09,907.13
27599,20230127,100,37,19267.28,296.34
27600,20250727,16,13,17333.31,451.11
27601,20250519,99,97,6924.93,405.58
27602,20240313,100,47,14109.29,554.7
27603,20231012,68,115,17385.31,423.94
27604,20241022,40,72,16298.23,578.24
27605,20241010,35,75,12642.09,1033.08
27606,20230708,83,97,10320.66,516.47
27607,20240423,60,64,2126.6,784.22
27608,20240825,70,97,6748.84,1365.61
27609,20251011,95,44,12301.36,1378.69
27610,20240531,91,48,11770.59,1350.1
27611,20250704,3,104,15116.95,682.76
27612,20230818,53,91,17584.04,1082.99
27613,20250518,100,110,11455.39,515.63
27614,20250128,59,103,13033.79,1136.32
27615,20230203,36,18,8803.96,1439.96
27616,20231023,66,118,1644.0,1292.55
27617,20240328,37,45,6877.67,398.68
27618,20230522,79,32,11020.56,821.81
27619,20241009,87,109,10113.15,1293.87
27620,20230508,44,105,11482.32,1236.18
27621,20250414,64,24,12695.43,574.26
27622,20250713,51,86,1846.19,1400.96
27623,20241230,6,50,740.42,1273.99
27624,20240407,97,59,4944.62,172.26
27625,20240717,69,3,10992.86,1489.74
27626,20240528,21,67,7134.13,1029.15
27627,20230101,57,14,11841.45,1191.35
27628,20251214,28,96,12941.27,406.21
27629,20231204,85,73,3908.23,1489.59
27630,20250626,24,16,11948.13,867.88
27631,20250328,92,89,19919.41,1044.76
27632,20251030,75,69,19267.67,777.97
27633,20231211,63,62,7388.4,1288.75
27634,20250903,22,77,4470.77,455.02
27635,20250601,34,59,18171.27,256.23
27636,20230717,37,95,15158.99,973.11
27637,20251103,41,21,5116.91,139.79
27638,20250521,81,40,6964.94,155.64
27639,20240625,79,61,8903.09,396.78
27640,20240401,93,51,8120.71,108.79
27641,20250119,98,73,12490.57,201.56
27642,20240101,43,85,14608.69,671.29
27643,20240205,22,73,18041.67,651.4
27644,20240727,91,10,3936.34,900.02
27645,20240426,15,41,7630.22,461.49
27646,20230420,21,108,15120.64,614.84
27647,20251015,52,12,14074.41,1117.03
27648,20240210,4,75,18021.72,432.99
27649,20231105,47,84,14332.01,131.87
27650,20230609,18,114,2749.43,381.65
27651,20250423,71,64,14536.41,662.73
27652,20230224,80,39,1080.93,1305.27
27653,20250130,35,97,11455.74,1128.33
27654,20230913,76,64,13561.89,991.01
27655,20240617,7,71,16590.77,579.33
27656,20240226,41,1,12211.97,1069.83
27657,20250803,10,14,12885.41,909.13
27658,20250819,62,45,3465.91,1073.55
27659,20250323,65,21,1716.49,1497.97
27660,20250605,12,45,2487.57,1219.42
27661,20230921,91,113,4983.25,739.55
27662,20250117,28,72,9216.01,1447.49
27663,20250412,58,81,8160.66,381.81
27664,20230821,56,62,6378.59,987.42
27665,20241110,18,45,17821.72,560.55
27666,20230821,65,54,2215.6,241.88
27667,20251204,57,113,3311.01,1466.52
27668,20240711,50,79,8982.37,793.89
27669,20250701,87,2,3027.0,684.96
27670,20241111,81,13,3533.72,306.03
27671,20231201,45,116,19358.18,1195.96
27672,20240208,62,29,10137.6,409.03
27673,20230913,65,28,2547.41,711.14
27674,20251225,55,8,1513.55,757.99
27675,20251016,38,35,14832.03,339.23
27676,20250729,4,24,7999.42,1193.81
27677,20250210,15,7,6047.8,1242.22
27678,20250803,21,28,13912.98,1443.86
27679,20231107,21,86,14124.6,801.8
27680,20241112,51,90,7528.9,655.01
27681,20230509,86,81,19038.56,602.85
27682,20250219,78,63,8298.46,1419.27
27683,20231122,35,102,7902.47,1162.43
27684,20250228,4,6,15667.16,821.15
27685,20230117,99,120,16410.21,1113.94
27686,20241129,32,11,6101.06,717.59
27687,20251005,92,38,13937.01,1178.82
27688,20231208,12,66,12965.29,1400.97
27689,20250929,54,63,1156.45,401.47
27690,20250417,30,32,4310.55,616.31
27691,20240919,9,26,2460.76,1008.64
27692,20250209,19,95,17762.89,828.97
27693,20250527,80,32,19136.29,780.01
27694,20241210,30,35,16587.17,1273.42
27695,20250428,65,2,6566.44,1149.74
27696,20250108,45,3,17272.59,834.43
27697,20230626,23,33,1634.35,444.13
27698,20250803,76,7,13862.92,1186.11
27699,20231223,5,85,2920.0,713.61
27700,20240509,84,48,745.09,1389.2
27701,20230204,67,89,3920.86,104.14
27702,20250328,66,80,19286.54,895.35
27703,20230110,43,23,15207.23,962.14
27704,20250912,84,81,10602.0,292.67
27705,20240614,2,97,18770.62,808.9
27706,20230405,48,82,8615.01,262.08
27707,20240729,58,103,1285.51,659.75
27708,20240325,40,87,12094.63,1047.65
27709,20251014,99,9,16653.05,1055.61
27710,20230406,53,67,6077.9,771.58
27711,20250514,59,48,6687.46,1259.28
27712,20241030,68,35,13595.33,908.84
27713,20230726,63,62,16187.6,941.89
27714,20250429,36,24,8964.31,345.02
27715,20230903,40,70,2234.59,755.98
27716,20250602,6,83,15058.46,168.41
27717,20230324,14,120,8817.25,460.38
27718,20231113,79,78,18248.23,387.62
27719,20241006,33,3,5436.42,623.65
27720,20240105,19,6,9534.06,761.29
27721,20250118,76,81,14308.46,418.6
27722,20240921,43,36,5281.02,183.63
27723,20230629,54,86,4923.85,586.83
27724,20240824,73,53,14708.18,241.5
27725,20240822,83,4,4008.78,291.88
27726,20250420,96,10,2823.5,1230.5
27727,20231214,92,96,5549.53,682.11
27728,20231127,92,111,16496.4,585.44
27729,20240901,95,113,17344.64,190.81
27730,20250113,61,116,2535.55,654.25
27731,20240722,100,49,2638.8,882.43
27732,20240124,13,43,16824.44,561.4
27733,20250828,42,68,18945.6,889.18
27734,20250116,97,13,9863.95,1498.47
27735,20230517,18,83,17056.98,677.48
27736,20231009,93,110,17842.34,888.2
27737,20251015,72,119,7534.44,357.85
27738,20250113,86,43,10339.8,1064.41
27739,20240614,65,118,11637.31,115.65
27740,20230116,48,102,15609.44,357.09
27741,20251001,95,48,9454.88,611.66
27742,20240721,84,90,10394.09,1151.49
27743,20251227,36,30,1952.78,1120.37
27744,20230130,87,43,1556.35,1335.78
27745,20241025,81,31,14923.59,1453.7
27746,20250925,45,51,9904.05,371.71
27747,20250524,10,38,2247.83,1430.4
27748,20230122,9,76,5196.79,438.47
27749,20251119,46,19,13708.04,967.19
27750,20250813,17,23,10342.99,326.37
27751,20241021,67,50,15989.17,130.34
27752,20251208,33,46,8172.09,541.75
27753,20231121,65,41,2744.15,410.88
27754,20230630,20,74,5717.65,578.4
27755,20230502,66,79,2644.13,490.5
27756,20230504,16,114,9869.25,261.64
27757,20230923,73,17,9746.61,392.12
27758,20230128,14,52,1943.26,222.9
27759,20230318,1,13,4234.18,842.4
27760,20240307,35,24,19412.44,1258.81
27761,20250528,82,80,19678.09,901.36
27762,20250612,1,103,7181.49,554.56
27763,20251124,43,102,3320.82,1284.98
27764,20240311,69,30,4173.5,314.78
27765,20251221,75,109,2087.91,1256.6
27766,20230221,88,44,2167.1,963.63
27767,20230426,96,119,4263.24,380.69
27768,20230216,55,15,9673.62,391.18
27769,20240313,16,4,14400.95,182.35
27770,20230411,67,120,3581.69,1339.88
27771,20230417,63,108,8630.38,1152.01
27772,20250909,72,52,2167.88,1405.4
27773,20251124,96,74,12621.83,416.99
27774,20250927,22,104,8898.85,163.16
27775,20231225,56,46,16087.84,792.59
27776,20250605,52,59,17694.66,541.27
27777,20250310,81,46,5245.64,680.51
27778,20251022,27,32,8318.01,749.43
27779,20240310,64,21,10197.88,1209.92
27780,20240826,45,29,19927.82,1103.78
27781,20240719,67,30,18356.26,1191.11
27782,20250704,26,7,19413.11,417.45
27783,20230816,99,42,9549.12,158.03
27784,20240628,13,93,19991.75,1329.06
27785,20241009,81,74,1128.95,622.81
27786,20230905,30,118,19371.5,568.53
27787,20251212,93,50,4251.66,1133.81
27788,20231110,78,86,19586.63,269.78
27789,20230206,30,17,9369.81,617.64
27790,20241224,44,18,11799.65,742.22
27791,20250906,48,110,18194.29,1482.24
27792,20230325,9,5,19693.64,1178.02
27793,20250618,48,61,3846.65,1308.71
27794,20241219,96,39,12375.45,1249.19
27795,20240703,56,81,14010.83,500.45
27796,20241215,68,98,14309.32,342.34
27797,20240809,6,68,4599.86,1416.83
27798,20230601,65,41,1865.36,186.39
27799,20251127,89,72,7836.7,897.02
27800,20230614,67,26,16326.91,570.5
27801,20250726,21,89,19427.43,1112.36
27802,20230731,78,100,9170.16,456.74
27803,20240609,30,107,18327.17,1169.91
27804,20250111,57,39,14585.03,719.8
27805,20230512,55,75,2800.88,817.89
27806,20230406,2,67,7236.03,1177.98
27807,20251009,48,44,15015.57,988.91
27808,20240605,22,104,9221.02,1090.44
27809,20240109,13,64,13292.42,946.77
27810,20251105,89,92,15312.52,1361.94
27811,20240830,43,39,19629.35,446.72
27812,20230118,75,56,18404.61,488.3
27813,20251027,74,89,7212.76,1227.42
27814,20250904,49,86,16153.5,179.33
27815,20250528,37,13,7763.72,539.86
27816,20240816,89,4,13102.36,1386.62
27817,20241004,35,28,1701.56,572.84
27818,20230509,19,83,15789.44,1403.31
27819,20250311,28,3,19828.01,1277.26
27820,20240330,57,27,11009.09,1258.47
27821,20250525,61,61,18684.59,249.79
27822,20240724,43,75,17518.1,135.95
27823,20251231,60,6,724.89,1298.29
27824,20251010,10,48,2247.06,1093.8
27825,20240205,79,95,9008.34,625.97
27826,20240406,96,56,5657.91,570.86
27827,20230330,67,29,8346.21,204.68
27828,20250402,24,72,10456.79,858.75
27829,20230106,74,75,9812.71,821.97
27830,20250802,44,120,3665.37,986.78
27831,20230325,30,73,3394.14,1160.74
27832,20251231,97,31,8565.26,574.45
27833,20240912,45,65,13972.8,806.68
27834,20230621,89,71,12029.95,661.18
27835,20241129,60,74,2177.33,155.33
27836,20230930,53,9,6013.79,420.36
27837,20240613,25,63,8585.82,1287.58
27838,20231115,76,77,6981.97,822.27
27839,20240304,4,27,9216.28,962.57
27840,20250426,92,18,9058.76,1036.7
27841,20230906,84,16,16742.05,1352.47
27842,20240122,74,4,16769.12,720.14
27843,20231229,31,94,18829.22,1378.73
27844,20230309,19,38,10711.26,1489.47
27845,20240313,2,20,5890.23,1122.9
27846,20251012,4,41,13993.81,1194.86
27847,20231023,79,58,15401.36,1440.27
27848,20241008,38,76,7301.89,857.25
27849,20230202,33,28,16578.52,810.55
27850,20230201,18,44,14034.53,109.91
27851,20240708,32,65,19419.82,451.9
27852,20231101,96,9,7233.38,885.75
27853,20250303,77,106,18489.4,1456.26
27854,20230406,80,113,7278.83,649.43
27855,20251225,33,33,17396.61,1354.42
27856,20240604,34,117,6893.42,363.85
27857,20230818,51,65,18217.2,781.53
27858,20250102,63,106,829.5,563.19
27859,20231224,78,9,8399.39,1073.57
27860,20240206,47,86,1477.69,1262.33
27861,20250228,66,62,8445.64,105.04
27862,20230409,13,73,8722.83,154.11
27863,20230928,52,69,18202.73,899.62
27864,20231228,93,118,16095.65,842.43
27865,20240611,52,2,5697.63,907.42
27866,20251110,43,78,16787.66,231.58
27867,20240623,98,76,4038.82,600.74
27868,20240817,61,29,14003.49,119.48
27869,20250412,81,80,5908.95,1416.27
27870,20240201,3,48,19354.83,527.87
27871,20251125,94,73,18706.31,252.24
27872,20240509,68,51,6385.08,1047.96
27873,20231110,95,32,1073.26,296.01
27874,20240504,59,117,13122.61,157.63
27875,20230821,54,24,3672.83,515.27
27876,20251026,69,117,2792.07,1383.52
27877,20241025,2,58,18190.39,1047.22
27878,20230901,68,20,11492.18,107.58
27879,20230829,44,84,18712.9,1420.8
27880,20240711,38,117,5658.77,1346.53
27881,20230316,60,115,6976.74,353.54
27882,20231010,27,106,18767.32,811.46
27883,20230328,91,43,9188.38,1404.82
27884,20250530,15,116,5061.9,1022.41
27885,20250718,39,5,8595.9,110.44
27886,20230609,38,84,7345.02,317.69
27887,20240321,54,80,15860.22,111.57
27888,20230323,63,19,8515.61,1125.15
27889,20251027,58,76,2001.83,1082.28
27890,20230701,62,81,12309.03,595.86
27891,20250519,78,98,17829.87,358.8
27892,20250823,18,27,18300.47,1498.95
27893,20240422,29,41,9903.42,882.56
27894,20230702,71,90,755.71,760.52
27895,20230623,57,114,12212.01,1221.46
27896,20230114,24,34,9621.75,927.0
27897,20230314,38,21,18859.78,318.56
27898,20240528,6,42,17775.59,426.31
27899,20240824,20,105,18044.05,1257.62
27900,20231209,42,67,15763.76,786.39
27901,20231129,100,105,5370.82,345.96
27902,20231221,74,100,11740.38,1438.08
27903,20250426,22,93,16999.2,1216.22
27904,20230612,33,109,15834.98,1247.63
27905,20230426,87,83,16563.89,1359.44
27906,20251028,46,21,9812.73,555.55
27907,20251112,54,76,5682.15,401.93
27908,20250301,42,108,1729.87,365.5
27909,20240626,51,87,5930.64,1075.7
27910,20240218,68,47,880.65,431.15
27911,20241112,85,28,6866.46,862.83
27912,20241003,56,63,19073.84,1346.77
27913,20241030,77,64,5717.92,137.83
27914,20230122,42,55,18641.31,273.98
27915,20250826,13,12,19469.55,694.9
27916,20231126,54,2,2505.48,1405.47
27917,20251111,12,59,16328.5,762.58
27918,20250620,88,30,19002.05,798.99
27919,20241224,35,12,4600.61,168.96
27920,20230909,83,103,8008.55,892.43
27921,20230724,9,39,16840.61,1498.69
27922,20250411,13,18,3242.43,1011.81
27923,20250301,22,24,11420.5,1446.42
27924,20251220,40,12,5207.54,1396.63
27925,20240409,36,82,15419.06,1268.23
27926,20240129,92,6,12565.34,400.84
27927,20251017,41,8,12544.62,755.5
27928,20241021,7,57,18366.24,925.54
27929,20250630,94,49,13612.16,1056.61
27930,20240613,95,15,3373.11,883.98
27931,20251124,55,108,3892.16,906.91
27932,20230226,75,7,5855.1,438.73
27933,20240605,94,93,1239.87,355.35
27934,20231227,79,58,7618.16,388.92
27935,20230822,13,53,7966.63,499.7
27936,20230811,99,25,14334.67,403.4
27937,20231123,99,77,6899.73,584.02
27938,20250415,20,61,17202.36,981.59
27939,20240503,58,96,7991.85,1105.78
27940,20240422,23,12,19987.86,766.78
27941,20250911,53,112,9763.99,366.94
27942,20250302,37,25,17804.42,989.48
27943,20240526,20,19,4806.76,1339.82
27944,20251009,19,42,568.09,1120.96
27945,20240117,18,119,10505.44,227.72
27946,20240327,68,80,10540.74,312.83
27947,20230802,61,12,19122.24,894.14
27948,20240718,72,60,4308.15,1052.6
27949,20250101,46,99,4344.39,489.77
27950,20240314,94,36,8679.27,385.63
27951,20250124,48,24,10593.69,648.26
27952,20240920,20,33,13015.22,360.98
27953,20250621,72,36,6248.04,809.7
27954,20251201,69,4,5666.29,203.88
27955,20240130,34,99,16889.52,1206.2
27956,20230904,7,50,10155.56,1143.18
27957,20250623,50,56,18665.0,365.83
27958,20230905,53,118,13826.52,1111.91
27959,20240821,86,114,1717.72,658.15
27960,20250514,73,8,2591.27,768.75
27961,20230325,11,61,17456.67,626.95
27962,20250211,76,8,4607.68,1374.71
27963,20230220,8,7,3775.64,1022.25
27964,20240703,32,104,17808.97,536.58
27965,20250209,63,25,19112.28,1176.68
27966,20250907,55,48,13220.6,609.95
27967,20240409,59,35,2480.76,197.71
27968,20240223,63,79,930.61,574.97
27969,20230328,17,18,12177.16,146.96
27970,20230916,26,11,1649.53,269.48
27971,20231107,51,94,11190.93,165.22
27972,20230622,33,29,8335.65,642.7
27973,20250728,26,87,1136.88,1469.45
27974,20240519,22,98,19103.49,1317.53
27975,20231125,67,83,674.29,1269.04
27976,20230715,95,16,7406.31,106.24
27977,20230303,78,6,16209.91,491.23
27978,20251114,82,105,19502.39,388.96
27979,20240715,98,15,1380.72,1219.12
27980,20250615,63,73,19040.16,154.6
27981,20251211,17,29,7061.08,1144.38
27982,20250423,41,64,3590.23,937.28
27983,20230209,76,106,16560.93,351.42
27984,20241228,39,66,13030.82,1004.81
27985,20240401,33,111,2435.47,497.21
27986,20250527,32,97,12557.68,312.2
27987,20250226,21,102,16423.68,596.58
27988,20230102,53,87,11205.12,1393.15
27989,20230804,64,120,7181.47,964.71
27990,20250215,78,13,4669.39,884.97
27991,20241109,66,84,15134.99,1122.97
27992,20240218,49,71,8283.96,687.35
27993,20230729,71,57,16722.73,905.64
27994,20251217,79,81,15401.6,453.64
27995,20230212,31,51,15171.99,769.34
27996,20230518,92,85,15981.83,1184.02
27997,20240929,41,28,11334.63,1115.68
27998,20240413,72,94,15702.23,1224.66
27999,20241226,71,23,17636.4,921.93
28000,20230721,36,85,6368.78,1281.68
28001,20230711,74,113,5409.87,260.12
28002,20230417,39,1,9446.05,1391.21
28003,20231123,94,81,11279.48,276.82
28004,20250119,41,96,1048.71,1016.75
28005,20241005,41,88,4044.69,974.95
28006,20231223,5,71,933.58,1115.71
28007,20240817,85,35,11453.25,499.4
28008,20240515,6,36,15536.79,1020.94
28009,20240412,62,14,16616.21,173.58
28010,20240522,16,56,11389.69,588.51
28011,20230416,80,62,1302.37,1054.73
28012,20251225,88,12,12019.12,736.35
28013,20230714,19,103,8287.54,1495.49
28014,20230216,83,87,17052.1,778.88
28015,20251005,37,14,8427.91,1042.82
28016,20240620,64,62,14505.04,1216.03
28017,20250426,59,118,4297.45,1327.04
28018,20241209,97,89,18505.39,905.68
28019,20250318,69,22,6257.79,1157.59
28020,20240903,73,109,613.09,1289.08
28021,20230425,85,113,2090.59,311.71
28022,20241110,7,101,4972.6,453.32
28023,20240922,42,29,3726.96,132.05
28024,20230807,25,72,4213.9,990.75
28025,20230716,56,75,11795.22,910.17
28026,20240205,47,94,9730.54,1265.79
28027,20250118,85,59,14385.17,751.16
28028,20241111,77,86,15911.5,928.21
28029,20230317,50,15,10575.38,1259.9
28030,20231014,85,21,12061.26,155.12
28031,20250510,74,111,15626.55,250.45
28032,20250111,88,89,2252.91,525.37
28033,20231021,91,119,8962.53,425.76
28034,20250319,33,77,10804.1,343.34
28035,20250604,26,71,12158.8,139.79
28036,20240218,100,113,11078.61,1477.42
28037,20240306,17,82,7340.29,1040.32
28038,20230620,21,12,6106.31,1040.65
28039,20240627,2,61,9095.19,1117.86
28040,20250915,79,47,1798.46,1430.66
28041,20230313,44,26,9687.74,763.6
28042,20251019,66,69,19331.41,1032.06
28043,20240615,71,115,1550.98,1337.57
28044,20230827,36,72,3482.4,742.32
28045,20241211,46,36,12791.82,897.13
28046,20240730,50,55,14294.04,396.45
28047,20241213,96,69,9767.8,877.44
28048,20241003,67,86,18377.97,1006.41
28049,20240812,3,87,9893.33,263.99
28050,20230709,33,72,2632.43,852.64
28051,20250322,45,115,9840.23,371.75
28052,20251011,25,19,10537.05,1151.47
28053,20240916,37,34,8860.72,1349.78
28054,20240920,36,70,18334.29,1492.2
28055,20250607,35,63,9844.99,147.91
28056,20251124,19,50,14002.6,871.5
28057,20250222,45,113,10418.57,905.51
28058,20241101,83,17,14667.16,1330.65
28059,20241222,97,81,2623.86,896.98
28060,20240609,18,79,18925.77,257.73
28061,20240620,27,39,12429.19,1051.72
28062,20250426,94,101,6501.17,628.92
28063,20250922,31,31,5049.59,110.6
28064,20250702,39,22,14885.54,1373.8
28065,20230627,67,58,5712.57,781.89
28066,20231003,22,25,9253.06,1174.94
28067,20231108,52,19,12525.79,1217.91
28068,20250301,10,54,17226.24,859.44
28069,20241128,8,71,16670.4,886.8
28070,20230127,34,2,13508.33,380.49
28071,20250701,53,79,5667.22,970.96
28072,20240226,18,22,3657.46,114.51
28073,20251103,12,110,11136.09,173.36
28074,20240515,64,38,17689.6,1197.22
28075,20250626,57,117,8462.35,486.0
28076,20231121,96,7,14871.48,636.23
28077,20231012,2,105,16724.73,1258.14
28078,20251204,17,87,5619.47,902.94
28079,20240512,52,66,19304.72,1076.91
28080,20250630,76,116,5472.94,629.23
28081,20230525,71,33,11992.85,1485.04
28082,20250805,79,82,13526.04,700.64
28083,20230323,2,108,11283.62,1271.13
28084,20250906,27,7,12620.34,546.53
28085,20240502,26,59,4617.67,1180.21
28086,20230323,25,88,3314.5,234.59
28087,20230404,12,120,801.03,1494.34
28088,20231209,17,11,12371.53,1250.0
28089,20250307,65,12,18517.26,443.55
28090,20231227,95,18,13772.49,506.23
28091,20251225,40,101,13194.82,566.18
28092,20240915,5,1,10885.21,653.49
28093,20250517,92,61,12553.78,576.88
28094,20240304,28,117,14601.92,331.94
28095,20230620,72,1,3447.99,1354.15
28096,20240731,52,27,14742.01,549.44
28097,20230309,14,119,3527.15,612.12
28098,20251123,6,73,6240.28,591.63
28099,20230101,18,65,7116.75,1085.71
28100,20230531,37,92,6069.51,282.94
28101,20250620,74,76,10729.55,432.47
28102,20230915,64,64,11325.31,498.07
28103,20250119,99,49,16481.7,1023.94
28104,20240919,35,80,11754.67,788.6
28105,20250305,17,113,19930.85,187.9
28106,20230119,91,71,14049.08,1455.49
28107,20230204,88,35,14727.0,249.08
28108,20240106,10,57,19957.3,820.77
28109,20240505,51,41,5066.05,367.93
28110,20250327,81,23,13110.59,905.15
28111,20230107,52,35,17815.34,889.38
28112,20240702,64,80,19374.85,939.72
28113,20240106,33,48,9206.87,1452.85
28114,20250126,97,42,8902.25,897.28
28115,20240727,17,72,2347.4,527.87
28116,20241111,82,112,18132.87,151.14
28117,20230329,49,80,18766.85,704.23
28118,20240407,7,6,17748.02,1260.46
28119,20251207,90,100,4894.7,409.24
28120,20240425,65,120,6383.27,1338.25
28121,20250402,62,95,18994.09,663.12
28122,20240607,75,111,12477.17,790.77
28123,20230730,10,92,12830.82,832.2
28124,20230901,31,35,8631.61,1040.25
28125,20230827,25,17,12496.62,605.6
28126,20250207,57,47,3630.2,1009.88
28127,20230823,65,30,19012.6,133.12
28128,20230706,43,116,18937.91,254.86
28129,20241213,3,9,17213.83,1374.08
28130,20240511,55,23,5491.83,662.56
28131,20230706,48,45,17582.17,170.22
28132,20250724,65,65,14152.24,254.2
28133,20231109,71,12,5301.28,449.19
28134,20250329,60,81,16788.96,151.9
28135,20230122,14,46,2273.45,994.99
28136,20230309,87,33,14483.34,790.42
28137,20240127,81,22,19949.67,1325.55
28138,20251224,14,10,8906.73,1086.63
28139,20241229,9,90,12621.81,377.21
28140,20240624,85,14,4720.92,356.19
28141,20240721,45,89,9597.01,1131.85
28142,20250618,2,111,2610.61,689.86
28143,20230731,32,11,14059.9,866.32
28144,20230719,8,19,15568.87,1410.09
28145,20250913,36,107,11972.85,147.06
28146,20230627,90,51,14951.39,1184.61
28147,20250719,37,28,13951.62,385.36
28148,20230213,15,27,18497.3,1219.76
28149,20230617,34,119,9831.78,868.69
28150,20231014,21,11,10999.34,588.74
28151,20241209,87,22,7757.08,827.9
28152,20231203,9,25,7380.35,584.35
28153,20240808,40,94,16446.05,148.46
28154,20230702,26,19,18612.95,906.43
28155,20230116,22,64,6540.27,964.4
28156,20250605,13,39,8677.49,583.89
28157,20250416,25,7,7370.16,142.14
28158,20230420,71,6,17165.68,495.2
28159,20231102,91,9,18982.18,1381.19
28160,20250906,15,118,18088.88,234.59
28161,20230106,76,18,757.86,322.31
28162,20250422,45,31,3868.39,1321.38
28163,20231227,97,70,17955.72,487.7
28164,20241017,21,62,10741.96,431.46
28165,20250910,89,61,7860.91,495.32
28166,20241224,40,46,8435.03,1340.49
28167,20230425,47,117,16570.11,335.88
28168,20231003,86,86,16338.41,1072.56
28169,20230321,61,9,16649.18,1315.47
28170,20230628,14,95,17033.08,1481.04
28171,20240714,72,22,1854.28,1466.01
28172,20240523,88,53,15249.95,1348.89
28173,20230917,67,21,12412.33,586.12
28174,20231019,76,35,5447.73,1102.42
28175,20250603,47,29,12054.7,300.14
28176,20231018,86,85,13835.24,1063.93
28177,20240625,16,53,11636.83,887.87
28178,20250202,71,62,7375.34,1461.39
28179,20251222,18,58,5267.97,417.9
28180,20240816,45,61,2182.99,418.61
28181,20250805,23,35,1609.36,1341.02
28182,20240424,26,87,7372.52,928.05
28183,20240116,66,40,5112.4,1030.2
28184,20231106,2,108,10146.54,586.01
28185,20251215,22,87,11491.08,269.29
28186,20250426,38,82,7902.77,858.89
28187,20240229,42,59,7913.06,872.11
28188,20241022,28,87,15093.76,1258.47
28189,20230814,63,1,615.57,1332.12
28190,20230125,17,115,19957.31,780.85
28191,20230405,82,44,9098.29,426.94
28192,20240522,59,58,11951.19,1062.55
28193,20240718,2,84,5252.49,1014.28
28194,20241005,99,54,4589.29,878.42
28195,20240504,79,80,13619.56,790.88
28196,20240403,79,9,19467.82,363.74
28197,20250619,98,25,18213.38,655.92
28198,20231204,50,38,18670.45,1208.53
28199,20250820,15,25,10408.37,832.97
28200,20231211,18,102,7499.36,677.11
28201,20240729,77,7,15435.09,735.26
28202,20250731,38,46,11072.83,1367.22
28203,20231212,8,80,16355.76,995.07
28204,20231121,80,118,14129.73,538.45
28205,20240411,20,35,7593.13,353.72
28206,20230401,60,95,1833.19,1178.13
28207,20231021,26,61,6248.8,1077.38
28208,20240607,35,1,16697.74,792.43
28209,20250429,81,20,9497.52,917.64
28210,20230916,26,113,16518.63,554.08
28211,20230705,18,58,14106.52,411.96
28212,20231210,44,91,6524.16,273.02
28213,20250331,7,65,9103.02,511.08
28214,20250110,35,37,13307.12,342.73
28215,20240722,12,24,17604.3,771.66
28216,20250807,44,113,1269.05,1470.28
28217,20240523,41,5,19846.04,743.22
28218,20230116,54,11,8446.09,103.56
28219,20240608,1,120,3034.94,1382.22
28220,20230719,25,35,6959.35,661.16
28221,20231105,80,29,16017.17,258.44
28222,20230916,15,118,11698.53,720.21
28223,20240229,75,23,2661.35,1103.88
28224,20250217,3,74,8071.5,564.74
28225,20251110,45,94,1581.52,939.7
28226,20240930,45,95,1800.77,286.3
28227,20250708,51,24,4806.29,1487.62
28228,20251008,42,78,7349.06,843.25
